sentence,url,date_published,type
"A specific narrative in the Polish-language publications, absent in other languages, claims that there are significant economic and political disadvantages for Poland stemming from the involvement in the project.",https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
We also came across a narrative about Poland agreeing to give control over its territory to Denmark by passing 80% of the disputed sea zone to the latter’s control.,https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
Pro-Kremlin outlets did push the well-known narrative about Poland as the American puppet.,https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
"This is one of the most common disinformation narratives targeting Poland, be it defence policy, Eastern policy or other actions taken by Poland on the international arena, which EUvsDisinfo team debunks regularly.",https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
"This is in line with pro-Kremlin narratives about the lack of economic basis for the project and of Russophobia, but it did not gain popularity in the social media (see graphs below).",https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
"Social media engagements in four languages, per narrative",https://euvsdisinfo.eu/the-baltic-pipe-case-disinformation-at-the-service-of-the-kremlins-energy-policy/,2020-03-02,news
Recurring pro-Kremlin disinformation narrative on Navalny poisoning.,https://euvsdisinfo.eu/report/navalnys-death-is-in-the-wests-interest-to-spark-new-wave-of-sanctions-and-black-pr-against-russia,2020-08-23,claim
"Similar narrative as in the case of Skripal, based on conspiracies, denials and fabrication in order to cover up Russia's responsibility.",https://euvsdisinfo.eu/report/navalnys-death-is-in-the-wests-interest-to-spark-new-wave-of-sanctions-and-black-pr-against-russia,2020-08-23,claim
This is a recurring pro-Kremlin disinformation narrative about the downing of Flight MH17 .,https://euvsdisinfo.eu/report/it-is-proven-that-the-buk-missile-that-shut-down-flight-mh17-was-ukrainian-and-shot-from-ukraine-controlled-territory,2020-11-12,claim
"Soros, George



Pure evil
George Soros is often mentioned in Russian Conspiracy Narratives as a man, working for the Deep State.",https://euvsdisinfo.eu/the-alphabet-book-of-pro-kremlin-disinformation4/,2019-08-14,news
A recurring pro-Kremlin narrative about Crimea and the referendum of 2014.,https://euvsdisinfo.eu/report/crimea-became-part-of-russia-following-the-referendum-five-years-ago,2019-05-15,claim
"We can note how most of the pro-Kremlin disinformation boils down to a small number of narratives, plots with a strong similarity to the fairy tale above.",https://euvsdisinfo.eu/storytelling-the-disinformation-part-5/,2020-08-17,news
"This message is consistent with recurring pro-Kremlin disinformation narratives about the moral decay of the West and the propaganda of the morally corrupt West, aiming to encourage Russophobia.",https://euvsdisinfo.eu/report/the-west-is-craving-for-lewdness,2020-06-28,claim
"According to the dominant disinformation narrative of the post-election period, the election result was made possible through a coordinated vote-rigging enterprise involving ballot counters, postal workers, dead people, faulty software, and arbitrary judicial rulings.",https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
"These claims, often originating in the domestic US information space, were repeated both by Russian state-media and outlets registered outside Russia and reporting on a wider range of issues, while supporting pro-Kremlin narratives.",https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
"A step forward from this narrative are claims that voter fraud is not an anomaly, but a symptom of the United States’ failed political system, or that representative democracy in the US is a façade, pure fiction or a myth.",https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
"Havoc at home and abroad
Other narratives included that Trump supporters will face persecution (like in Russia in 1917) under a Biden administration.",https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
The electoral fraud narrative became a central feature of Spanish language pro-Kremlin outlets election coverage once the vote counting started.,https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
Both English- and Spanish-language outlets extensively pushed a broader narrative that electoral fraud and political polarisation are driving the country towards a violent civil conflict.,https://euvsdisinfo.eu/pro-kremlin-media-on-us-elections-from-amplifying-disinformation-to-influencing-the-perception-of-the-vote/,2020-11-24,news
"Recurring pro-Kremlin narrative aimed at portraying the West as depraved, and Russia as the superior country.",https://euvsdisinfo.eu/report/russia-is-the-most-liberal-country-where-everyone-has-the-opportunity-to-speak,2019-07-26,claim
"As we have previously explained, Russian state-owned media regularly make use of international “experts” to give legitimacy to pro-Kremlin narratives, even if the experts are known as such only by pro-Kremlin media.",https://euvsdisinfo.eu/from-sweden-with-love/,2017-05-16,news
"During several interviews in Russian state media (RT among others), the head of Swedhr, who is a retired doctor of psychiatry and public health, gives supposedly expert opinions on who is behind the chemical attacks in Syria, in line with the pro-Kremlin narrative on Syria (we describe it here and here).",https://euvsdisinfo.eu/from-sweden-with-love/,2017-05-16,news
The Swedish newspaper Dagens Nyheter has concluded on the basis of its website “The Indicter”  that Swedhr pursues a clear agenda which includes such narratives as that Ukraine is governed by fascists and that Swedish mainstream media (among them Dagens Nyheter) are Russophobes.,https://euvsdisinfo.eu/from-sweden-with-love/,2017-05-16,news
These are common pro-Kremlin narratives.,https://euvsdisinfo.eu/from-sweden-with-love/,2017-05-16,news
"Top managers attend meetings where they listen to monologues, the main points of which they then relay at meetings with their subordinates, who then share the same narrative with their teams, etc.",https://euvsdisinfo.eu/temnik-the-kremlins-route-to-media-control/,2017-03-30,news
"You will always encounter an alternative narrative about Ukraine, for example that that Turkish instructors operate training camps for foreign mercenaries in the country.",https://euvsdisinfo.eu/inside-rts-world-of-alternative-news/,2017-04-13,news
"In order to look credible against such a problematic background, RT is in dire need of one particular kind of labour force, namely talking heads which are not Russian, but who can appear on the screen relaying the pro-Kremlin disinformation narrative.",https://euvsdisinfo.eu/inside-rts-world-of-alternative-news/,2017-04-13,news
"This week, Russia’s Minister of Culture Vladimir Medinsky found himself again in the center of the country’s ongoing discussion about its World War 2 narratives – the war which is known in Russia as the Great Patriotic War.",https://euvsdisinfo.eu/not-based-on-a-true-story/,2016-10-14,news
"David and Goliath-narrative resurrected
As the BBC reports in a detailed online article, a new Russian film, Panfilov’s 28 Men, depicts how a group of Russian, Kazakh and Kyrgyz Soviet solders, finding themselves massively outnumbered by enemy forces, heroically fight back, with disproportionate losses on the enemy side, knowing too well that they will eventually all be killed.",https://euvsdisinfo.eu/not-based-on-a-true-story/,2016-10-14,news
The problem with this David and Goliath narrative is that it isn’t true.,https://euvsdisinfo.eu/not-based-on-a-true-story/,2016-10-14,news
"In both cases, Interfax supported the Russian government’s narrative that the country’s efforts in Syria are successful and that this success is internationally acknowledged, even by the super power whose failed foreign policy, according to the Russian narrative, is responsible for the war in Syria.",https://euvsdisinfo.eu/more-clicks-please/,2016-09-02,news
Are foreign state actors amplifying narratives around the protests for their own gain?,https://euvsdisinfo.eu/exploiting-crisis-and-denying-responsibility/,2020-06-04,news
"Meanwhile, a report by social media analytics firm Graphika notes that Russia, China, and Iran are using state-sponsored media to further their own narratives about the US.",https://euvsdisinfo.eu/exploiting-crisis-and-denying-responsibility/,2020-06-04,news
"A recurring pro-Kremlin disinformation narrative casting Ukraine, Poland and the Baltic States as countries which do not respect the history of WWII and its heroes.",https://euvsdisinfo.eu/report/polish-authorities-intensify-the-falsification-of-history-erasing-the-memory-of-the-polish-wwii-heroes,2021-02-19,claim
